Month,City,Merchant,Purchase Total,No of sales
May 2017,108,Delois Mcdaniel inc,130834.39,7
May 2017,109,Lucille Knights inc,797059.53,38
May 2017,109,Jose Ortega inc,582810.44,27
May 2017,109,Maria Jobson inc,437332.29,21
May 2017,109,Willa Mccormick inc,345051.22,15
May 2017,109,Betty Bale inc,304963.48,16
May 2017,110,Donna Gonzalez 4 inc,2999179.52,148
May 2017,110,Wanda Hill inc,929366.87,44
May 2017,110,Mae Brown inc,919212.37,47
May 2017,110,Connie Thompson 2 inc,728399.78,35
May 2017,110,Roger Pray inc,726340.76,33
May 2017,111,Marlon Braund inc,332298.91,14
May 2017,111,David Kilpatrick inc,255037.81,14
May 2017,111,Bertha Walton inc,243317.3,12
May 2017,111,Robert Flores 6 inc,216765.04,14
May 2017,111,Janice Rogers inc,206920.75,8
May 2017,112,Linda Black inc,164532.03,9
May 2017,112,Douglas Richner inc,140908.16,6
May 2017,112,Gregory Barnett 2 inc,113512.83,6
May 2017,112,Patrick Hubbard inc,95576.8,4
May 2017,112,Marcus Davis inc,90703.92,5
May 2017,113,Mary Montgomery 4 inc,217120.37,11
May 2017,113,Arlene Lehmberg inc,179833.94,9
May 2017,113,Ellen Foersterling inc,119076.75,5
May 2017,113,Darrell Weis inc,110080.06,5
May 2017,113,Joanna Ovalle inc,85923.32,4
May 2017,114,Kellie Aguilar inc,419721.78,22
May 2017,114,Joann Vidinha inc,226124.25,11
May 2017,114,Sandra Rustin inc,206420.57,8
May 2017,114,Leonard Crawford inc,172295.43,8
May 2017,114,Estella Bewick inc,113916.14,6
May 2017,115,John Campbell 11 inc,330828.54,16
May 2017,115,Johnny Ahmed inc,215339.93,12
May 2017,115,Cynthia Mccall inc,188966.04,8
May 2017,115,Holly Roper inc,157885.01,7
May 2017,115,Lamar Kyle inc,134519.63,8
May 2017,116,Chad Tobar inc,1208626.98,59
May 2017,116,Matthew Barnett 3 inc,1046702.38,51
May 2017,116,Mildred Leitheiser inc,916158.6,47
May 2017,116,Anthony Wangler inc,885303.77,44
May 2017,116,Novella Yates inc,794853.71,43
May 2017,117,Theresa Martin 3 inc,2011360.23,99
May 2017,117,Dion Cantu inc,1871910.23,87
May 2017,117,Michael Farruggio inc,1487847.33,77
May 2017,117,Catherine Tanner inc,1370384.29,71
May 2017,117,Debra Alexander 2 inc,1142120.08,60
May 2017,118,Werner Shepherd inc,210662.23,12
May 2017,118,Cristy Key inc,206500.84,8
May 2017,118,Shirley Brown 7 inc,85736.3,4
May 2017,118,Deidre Prieto inc,74363.83,4
May 2017,118,John Mcgovern inc,72557.71,4
May 2017,119,Betty Sanford inc,317088.28,16
May 2017,119,James Camp 3 inc,283515.06,12
May 2017,119,Lamar Gates inc,245567.89,11
May 2017,119,Jason Pappas inc,222718.97,11
May 2017,119,James David 2 inc,202731.22,12
May 2017,120,Timothy Blackman inc,307508.62,16
May 2017,120,Sandra Summers inc,258686.19,15
May 2017,120,Patricia Nebergall inc,202251.62,9
May 2017,120,Kenneth Lewis 3 inc,190347.49,10
May 2017,120,Denise Fowler 2 inc,184379.15,8
May 2017,122,Karen Holsten inc,134518.95,7
May 2017,122,Roberta Malcolm inc,61621.15,3
May 2017,122,Summer Parker inc,48679.22,2
May 2017,122,Erma Vaden inc,44587.42,2
May 2017,122,Derek Zimmerman inc,43754.71,3
May 2017,123,Alan Shannon inc,616962.93,30
May 2017,123,Rita Barber inc,515989.53,28
May 2017,123,Katharine Mathews inc,361262.91,20
May 2017,123,Kurt Garcia inc,354966.58,16
May 2017,123,Cecila Ragusa inc,225381.43,11
May 2017,124,Richard Blevins inc,433716.36,23
May 2017,124,Ellsworth Shubert inc,305173.43,14
May 2017,124,Weston Cyree inc,227618.5,9
May 2017,124,Jodie Otero inc,220081.03,11
May 2017,124,Kara Cotner inc,214953.15,10
May 2017,125,Alex Purtell inc,429935.37,22
May 2017,125,Virginia Maisey inc,411698.34,20
May 2017,125,Brent Higgins inc,404805.31,19
May 2017,125,Caroline Mccann inc,371868.25,17
May 2017,125,Anthony Cain 2 inc,323875.54,15
May 2017,126,Kristi Radford inc,620943.6,28
May 2017,126,Dorothy Tolman inc,542211.18,23
May 2017,126,Alice Freitag inc,420930.25,18
May 2017,126,Oscar Nelson 2 inc,398888.0,21
May 2017,126,Kevin Chang inc,393095.47,18
May 2017,128,Lisa Macki inc,502988.38,25
May 2017,128,Pamela Pickett inc,367057.06,18
May 2017,128,Eva Moffat inc,331963.04,15
May 2017,128,Richard Ward 7 inc,224905.03,11
May 2017,128,Matthew Hebert 3 inc,222256.09,11
May 2017,129,Barbara Sasaki inc,668439.44,34
May 2017,129,Robert Dockery inc,545166.23,26
May 2017,129,Sabrina Holley inc,502558.47,22
May 2017,129,Jackson Tweedy inc,348488.46,18
May 2017,129,Beverly Johnson 3 inc,318922.03,14
May 2017,130,Virginia Mustafa inc,248729.38,10
May 2017,130,Barbara Romero 2 inc,109572.92,4
May 2017,130,Michele Walters inc,71327.03,3
May 2017,130,Roy Guertin inc,56657.24,2
May 2017,130,Kevin Peters inc,54392.08,2
May 2017,131,Bill Brainard inc,815678.23,42
May 2017,131,James Orrick inc,742373.64,38
May 2017,131,Christen Harlow inc,707177.08,35
May 2017,131,Christian Penn inc,573805.0,29
May 2017,131,Micheal Moyer inc,564184.64,26
May 2017,133,George Cecchini inc,231106.48,10
May 2017,133,Dean Noggle inc,179406.29,10
May 2017,133,Tyler Sharpe inc,155468.3,8
May 2017,133,Dorothy Eder inc,128949.73,6
May 2017,133,Joseph Palmese inc,109175.29,6
May 2017,135,Michael King 9 inc,869419.63,41
May 2017,135,Erik Tovar inc,541285.57,26
May 2017,135,Phillip Carlson inc,418063.79,19
May 2017,135,Hugh Ford inc,399408.3,20
May 2017,135,Irma Zamarripa inc,301366.14,13
May 2017,136,Boyd Delosh inc,620003.01,31
May 2017,136,Justin Pellicone inc,561094.12,25
May 2017,136,John Marsaw inc,443139.69,22
May 2017,136,Jennifer Brown 8 inc,392890.52,22
May 2017,136,Mark Parrish inc,313897.29,16
May 2017,137,Charles Cota inc,7290358.09,345
May 2017,137,George Caporiccio inc,6689478.72,333
May 2017,137,Liana Ramos inc,6452180.53,313
May 2017,137,Rebecca Ross inc,5018289.23,240
May 2017,137,Claudia Frazier inc,2782747.62,141
May 2017,138,Jessica Wilson inc,1313705.31,66
May 2017,138,Barbara Brantly inc,1186476.77,60
May 2017,138,Elizabeth Pennington inc,1128906.56,62
May 2017,138,Eloise Sorbo inc,769035.08,35
May 2017,138,Carol Martin 4 inc,697041.96,32
May 2017,139,Irene Rutledge inc,429327.12,23
May 2017,139,Caroline Green inc,322459.27,15
May 2017,139,Jean Rogers 2 inc,290380.34,14
May 2017,139,Margie Alford inc,235929.8,11
May 2017,139,Patricia Ross 4 inc,195007.72,9
May 2017,140,Janet Mendiola inc,2512808.58,124
May 2017,140,Eugene Lovelace inc,1258341.12,62
May 2017,140,Robert Molina 2 inc,1213728.29,62
May 2017,140,Lorraine Bittner inc,1069463.93,56
May 2017,140,Chad Tobar inc,836451.18,44
May 2017,142,Manuel Lanehart inc,326020.96,19
May 2017,142,Bertha Albright inc,84627.8,4
May 2017,142,Janet Banks inc,83262.1,5
May 2017,142,Dyan Davis inc,82485.54,5
May 2017,142,Gregg Perez inc,78293.61,5
May 2017,143,Scott Hepburn inc,7371043.17,368
May 2017,143,Helen Kern inc,6133288.39,306
May 2017,143,Alan Eisenhower inc,5407552.87,275
May 2017,143,Rose Garner inc,4562220.6,233
May 2017,143,Rashida Hernandez inc,3604272.24,183
May 2017,144,Kristofer Oquinn inc,321953.53,17
May 2017,144,Melvin Haro inc,236512.18,12
May 2017,144,Patricia Saucedo inc,204941.95,9
May 2017,144,Robert Mccain inc,200018.89,12
May 2017,144,Andres Knight inc,157771.22,9
May 2017,145,Helen Brown 6 inc,507572.24,23
May 2017,145,Martin Long inc,451028.04,26
May 2017,145,Emmett Christian inc,326996.94,14
May 2017,145,Matt Harris inc,176118.28,7
May 2017,145,Andrew Powers 3 inc,175372.3,9
May 2017,146,Mary Kirby 2 inc,461083.93,22
May 2017,146,Sandra Kalkman inc,202786.63,9
May 2017,146,John Powell 7 inc,182890.87,7
May 2017,146,Edward Cross inc,161946.94,7
May 2017,146,Suzanne Bartholomew inc,143293.86,6
May 2017,147,Patricia Dodson inc,650688.32,31
May 2017,147,Thomas Chipps inc,582923.59,27
May 2017,147,Emma Laird inc,504247.61,28
May 2017,147,Rachel Kennedy 2 inc,482927.73,25
May 2017,147,Richard Chavez 3 inc,476015.4,25
May 2017,148,Christopher Mcdonald inc,536554.81,26
May 2017,148,Tricia Dozier inc,402448.21,18
May 2017,148,Nicolas Flaming inc,287870.02,13
May 2017,148,Floyd Head inc,240189.42,12
May 2017,148,Trudy Scott inc,148715.76,7
May 2017,149,Alexandria Sarmiento inc,3909005.07,193
May 2017,149,Kenneth Larson inc,3769934.06,181
May 2017,149,Jerold Caldwell inc,2522491.89,123
May 2017,149,Kelly Perez 2 inc,2367195.11,116
May 2017,149,Lorraine Kennedy inc,1597198.45,77
May 2017,150,Effie Mayfield inc,501823.51,26
May 2017,150,Corey Perron inc,274269.24,14
May 2017,150,Theresa Woods inc,261136.45,12
May 2017,150,William Trotter inc,187381.17,11
May 2017,150,Joe Joiner 2 inc,176676.28,9
May 2017,151,Shakita Jones inc,292431.88,13
May 2017,151,Cleo Shapiro inc,249133.68,12
May 2017,151,Elfriede Jones inc,179584.16,9
May 2017,151,Darren Fairchild inc,106227.39,5
May 2017,151,Jeanette Wilkinson inc,97756.53,5
May 2017,153,Gary Neri inc,316630.39,15
May 2017,153,Jimmy Scully inc,255488.63,14
May 2017,153,Terry Franz inc,201458.17,8
May 2017,153,Martha Goldstein inc,192239.54,12
May 2017,153,Ruth Landing inc,151441.02,7
May 2017,155,Susie Wynn inc,635967.07,34
May 2017,155,Lena Napolitano inc,465913.42,23
May 2017,155,Tracie Pennington inc,458270.26,22
May 2017,155,Tina Salls inc,401064.17,20
May 2017,155,Chang Harvilla inc,340114.6,15
May 2017,156,Christopher Butts 2 inc,683418.37,37
May 2017,156,Pamela Griffin inc,402812.63,19
May 2017,156,Dorothy Miesch inc,364657.27,18
May 2017,156,Bart Massey inc,302688.86,19
May 2017,156,Della Dudziak inc,237096.14,11
May 2017,157,Helen Burnsworth inc,1479840.07,75
May 2017,157,Loree Hansen inc,346316.46,16
May 2017,157,Pearl Stone inc,335891.85,14
May 2017,157,Andrew Owens inc,236667.72,11
May 2017,157,Robert Jenkins 7 inc,222104.85,12
May 2017,158,Dee Gallager inc,1.209688905E7,607
May 2017,158,Darryl Revak inc,1.149081497E7,586
May 2017,158,Robert Cruz 2 inc,7405391.18,378
May 2017,158,Domingo Harper inc,6177021.14,302
May 2017,158,Bridget Patterson inc,5475798.89,274
May 2017,159,Roy Coats inc,1386125.63,69
May 2017,159,Mary Hudspeth inc,542015.68,27
May 2017,159,Lorenzo Hawkins inc,507721.33,29
May 2017,159,Sean Groover inc,401908.72,19
May 2017,159,Allan Carter 2 inc,371480.77,16
May 2017,160,Richard Mccabe inc,8826776.39,439
May 2017,160,Eliz Prater inc,5289655.9,281
May 2017,160,Donna Croshaw inc,3161792.4,151
May 2017,160,Patricia Sharp 2 inc,3150440.51,153
May 2017,160,Laurena Parks inc,2531741.85,124
May 2017,161,Delbert Plater inc,2125450.43,108
May 2017,161,Joyce Fletcher inc,1887779.96,102
May 2017,161,Claire Mcclendon inc,1161392.04,63
May 2017,161,Bernice Winner inc,931914.65,42
May 2017,161,Sebastian Cabrera inc,869981.53,39
May 2017,162,Pedro Roberts 2 inc,612293.66,31
May 2017,162,Maureen Werre inc,498397.06,26
May 2017,162,Allen Wiersma inc,451187.51,23
May 2017,162,Sanford Myers inc,398128.53,19
May 2017,162,Jennifer Rudio inc,370833.22,16
May 2017,163,Kathy Briggs inc,435567.74,22
May 2017,163,Dale Lotzer inc,429577.18,22
May 2017,163,Linda Rogers 6 inc,409407.74,22
May 2017,163,Helen Mccutchan inc,281675.12,13
May 2017,163,Virginia Payne 2 inc,267376.87,11
May 2017,165,David Blackwell inc,431941.83,19
May 2017,165,Tyrone Malone inc,377492.87,17
May 2017,165,Florence Botcher inc,244322.6,11
May 2017,165,Michael Mabry inc,240757.54,11
May 2017,165,James Wells 5 inc,173856.6,7
May 2017,166,Cheryl Boone inc,357830.77,15
May 2017,166,Opal Siegel inc,266158.46,15
May 2017,166,Rodney Hatton inc,213238.65,12
May 2017,166,Gina Sichler inc,145031.25,8
May 2017,166,Ali Newsome inc,136212.02,7
May 2017,167,Betty Brown 9 inc,716502.25,37
May 2017,167,Valerie Doyle inc,249395.76,11
May 2017,167,Ronald Brooks 3 inc,246009.85,11
May 2017,167,Richard Sittre inc,186112.86,7
May 2017,167,Mary Pereda inc,180079.98,7
May 2017,168,Richard James 5 inc,527505.37,24
May 2017,168,Mary Gallegos 2 inc,498379.77,28
May 2017,168,David Reyes 2 inc,483521.0,26
May 2017,168,Kristin Mcmurray inc,479617.65,25
May 2017,168,Lucy Thomas 2 inc,469863.08,25
May 2017,169,Helen Mckean inc,1187458.26,53
May 2017,169,Barbara Enfinger inc,1071932.12,50
May 2017,169,Larry Frias inc,884035.43,45
May 2017,169,Roy Lindsay inc,859096.9,42
May 2017,169,Tom Judge inc,829668.65,46
May 2017,170,Thelma Metayer inc,489126.48,24
May 2017,170,Mamie James inc,306865.26,18
May 2017,170,Reyes Milford inc,279001.48,12
May 2017,170,Jack Terry 2 inc,233927.55,11
May 2017,170,Julia Childress inc,174873.84,7
May 2017,171,Sandra Wells inc,1282702.52,70
May 2017,171,Bryan Harris 4 inc,706225.74,42
May 2017,171,Sarah Palmieri inc,666950.63,32
May 2017,171,David Holmes 4 inc,608912.25,31
May 2017,171,Megan Mattson inc,348070.83,19
May 2017,172,Jennie Gibbs inc,534118.63,29
May 2017,172,Emily Hill 2 inc,494300.28,23
May 2017,172,Vernon Gross 2 inc,493009.83,19
May 2017,172,Tommy Mcfarland inc,440454.5,20
May 2017,172,Carlos Miller inc,231732.91,14
May 2017,173,Robert Doyle 3 inc,1330995.9,65
May 2017,173,Raleigh Gracia inc,960351.39,44
May 2017,173,Yolanda Panzarella inc,752733.36,36
May 2017,173,Patrick Roberts 2 inc,518680.73,24
May 2017,173,Robert Warne inc,476258.86,23
May 2017,174,Cody Leonard inc,786932.8,38
May 2017,174,Debra Rose 2 inc,569234.1,29
May 2017,174,Karen Coffman inc,441280.49,24
May 2017,174,Andrea Claybrook inc,395319.64,21
May 2017,174,Nancy Mckeown inc,358324.33,20
May 2017,175,Judy Fujimoto inc,592391.4,28
May 2017,175,Rebecca Kelly 2 inc,494666.58,23
May 2017,175,Karen Wallace 2 inc,426352.78,21
May 2017,175,Eugene Santelli inc,389009.99,18
May 2017,175,Pauline Burdette inc,356311.78,20
May 2017,178,Maria Allen 4 inc,210775.96,10
May 2017,178,Lamont Miyashiro inc,136049.4,7
May 2017,178,Tiffany Hardin inc,98051.7,6
May 2017,178,Sandra Higginson inc,81336.82,4
May 2017,178,Sandra Kimball inc,47964.1,3
May 2017,179,Michael Swirsky inc,4731086.86,235
May 2017,179,Gladys Castillo inc,1410228.19,69
May 2017,179,Alan Poe inc,1190089.82,64
May 2017,179,Curtis Banks inc,939604.52,46
May 2017,179,Judy Lutz inc,818532.52,42
May 2017,180,Denise Sievers inc,643001.99,30
May 2017,180,Anna Harrison inc,593748.26,32
May 2017,180,Arthur Coker inc,262853.29,12
May 2017,180,Alexandra Green inc,215604.68,14
May 2017,180,Ila Mcgrath inc,204483.53,11
May 2017,181,Juan Walsh 2 inc,1038230.91,52
May 2017,181,Edith Roll inc,415016.11,19
May 2017,181,Kathleen Gau inc,297184.14,16
May 2017,181,Grant Son inc,277655.09,15
May 2017,181,Ella Harding inc,271046.55,16
May 2017,182,Misty Slaugh inc,625991.46,32
May 2017,182,Julia Cope inc,390786.03,18
May 2017,182,Harold Strand inc,316761.37,14
May 2017,182,Janice Wilson 2 inc,310595.4,13
May 2017,182,Betty Pew inc,301868.45,14
May 2017,183,Angela Jackson 5 inc,417166.08,20
May 2017,183,Shanon Battle inc,366913.31,21
May 2017,183,William Munroe inc,332089.03,17
May 2017,183,Michael Ko inc,288878.64,15
May 2017,183,John Otoole inc,272525.9,13
May 2017,184,Harold Ames inc,313718.3,16
May 2017,184,Charlotte Valdez inc,294968.11,15
May 2017,184,Christopher Waage inc,290468.9,15
May 2017,184,Tracy Webster inc,260120.34,14
May 2017,184,Denise Carlton inc,226857.88,10
May 2017,186,Christine Paulino inc,365700.61,19
May 2017,186,Larry Reid inc,309886.86,15
May 2017,186,Brett Richardson inc,305647.52,13
May 2017,186,David Zapata inc,258155.32,14
May 2017,186,Cora Brown inc,249857.46,12
May 2017,187,Trudie Baker inc,346267.86,17
May 2017,187,Joseph Miles inc,342041.82,17
May 2017,187,Terence Harstad inc,239548.03,12
May 2017,187,Matthew Willingham inc,233418.97,10
May 2017,187,Steven Kimbrell inc,213328.33,9
May 2017,188,Linda Alexander inc,506444.88,25
May 2017,188,Anne Grantham inc,502549.9,25
May 2017,188,Barbara Waldorf inc,495498.53,24
May 2017,188,Ryan Widell inc,479199.87,25
May 2017,188,Joseph Jones 15 inc,408406.76,20
May 2017,189,Andrew Eastman inc,895436.34,47
May 2017,189,Christina Chamberlain inc,712503.1,37
May 2017,189,Gertrude Espinosa inc,668379.15,35
May 2017,189,Diane Allen 2 inc,476218.92,27
May 2017,189,Jack Huffman inc,367521.05,18
May 2017,190,Jay Hokanson inc,471548.81,23
May 2017,190,Bernice Harris inc,218262.27,11
May 2017,190,Thomas Voyer inc,186483.71,11
May 2017,190,Linda Dallas inc,176962.53,6
May 2017,190,Alisa Chaisson inc,131353.9,6
May 2017,191,Virginia Greer inc,456513.44,21
May 2017,191,Patrick Heiden inc,456018.69,21
May 2017,191,Brenda Gagnon inc,379213.67,17
May 2017,191,Frank Lundborg inc,367914.88,20
May 2017,191,Jocelyn Bruce inc,324224.83,16
May 2017,193,Adan Ellis inc,364411.13,18
May 2017,193,Lisa Plummer inc,361366.62,17
May 2017,193,Dorothy Woods inc,318253.54,16
May 2017,193,Renate Snyder inc,284954.82,14
May 2017,193,Richard Rombough inc,196432.93,10
May 2017,194,Alison Magallanes inc,444103.9,21
May 2017,194,Walter Washington 2 inc,233008.22,13
May 2017,194,Mark Horst inc,224887.5,9
May 2017,194,Irma Bales inc,210213.0,11
May 2017,194,Edgar Beeler inc,177234.22,9
May 2017,195,Klara Ibanez inc,292112.26,13
May 2017,195,John Wright 18 inc,265234.37,13
May 2017,195,James Everhart 2 inc,233904.15,10
May 2017,195,Dion Cantu inc,190711.32,9
May 2017,195,Casey Dawkins inc,184542.05,11
May 2017,197,Claudia Rodriguez inc,805473.66,36
May 2017,197,Gregory Bettis inc,352794.27,16
May 2017,197,Randi Duke inc,321215.83,17
May 2017,197,Ella Rose 2 inc,269506.73,14
May 2017,197,Chad Tobar inc,263340.13,13
May 2017,198,Michael Howe 2 inc,178527.49,9
May 2017,198,Jose Emerson inc,176972.95,9
May 2017,198,Nancy Foley inc,168309.96,8
May 2017,198,Walter Barbieri inc,149174.37,8
May 2017,198,Charles Fritter inc,148817.8,6
May 2017,199,Elbert Six inc,1499192.28,72
May 2017,199,Crystal Dwyer inc,1199563.59,57
May 2017,199,Roger Serrano inc,802760.16,38
May 2017,199,Daryl Taylor inc,695848.79,31
May 2017,199,Judy Evans 3 inc,602509.94,32
May 2017,200,Sandra Davenport inc,2150280.27,116
May 2017,200,Teresa Ellis inc,1641683.26,83
May 2017,200,Latanya Crofton inc,1268048.22,64
May 2017,200,Juan Sojka inc,1075686.84,51
May 2017,200,Nick Holcombe inc,933616.22,46
May 2017,201,James Howell 7 inc,499463.87,24
May 2017,201,Rosemary Clark inc,265725.75,12
May 2017,201,Dawn Jackson 4 inc,207940.09,10
May 2017,201,Concepcion Kyle inc,185679.04,9
May 2017,201,Patricia Hernandez 4 inc,180629.96,10
May 2017,203,Albert Cadwell inc,337576.58,17
May 2017,203,Jeffrey Berryman inc,168484.03,10
May 2017,203,Wayne Bird inc,146692.75,6
May 2017,203,Tyson Yen inc,140390.19,6
May 2017,203,Ken Grant inc,133074.84,7
May 2017,204,Ruth Newark inc,292215.51,13
May 2017,204,Hosea Ray inc,119114.92,4
May 2017,204,Debora Giles inc,110593.26,5
May 2017,204,Josephina Taylor inc,101396.8,4
May 2017,204,Michelle Lilly inc,95246.5,5
May 2017,205,Tyrone Dwaileebe inc,150874.0,8
May 2017,205,Thomas Anderson 10 inc,117057.65,6
May 2017,205,Julian Rangel inc,98554.74,6
May 2017,205,Todd Ogden inc,81313.06,4
May 2017,205,Roberto Szymanski inc,72279.43,4
May 2017,206,Ryan Gregg inc,234968.96,12
May 2017,206,Louise Owens inc,171701.74,8
May 2017,206,Susan Klotz inc,162300.51,9
May 2017,206,Treva Padilla inc,132398.33,6
May 2017,206,Alberto Holmes inc,119111.3,6
May 2017,207,Clarence Griffin inc,179378.33,8
May 2017,207,Glenn Marshall inc,105598.35,4
May 2017,207,Chelsie Hayes inc,93591.37,5
May 2017,207,Vincent Peterson 2 inc,93554.84,6
May 2017,207,Teresa Begley inc,75243.27,4
May 2017,208,Michael Abramson inc,609738.24,31
May 2017,208,Paula Santiago inc,147922.87,7
May 2017,208,Dale Skalicky inc,104924.5,4
May 2017,208,Jason Ho inc,102581.61,5
May 2017,208,Lynette Kaehler inc,99849.65,4
May 2017,209,Meaghan Saylor inc,740442.38,36
May 2017,209,Ma Rowlands inc,646714.82,34
May 2017,209,Michael Mincey inc,417120.16,23
May 2017,209,Wanda Lundberg inc,343085.62,17
May 2017,209,Cathrine Guerrero inc,342073.16,14
May 2017,210,Angela Parsons inc,864447.13,43
May 2017,210,Jamie Remillard inc,809700.22,43
May 2017,210,Felipe Erickson inc,691342.22,33
May 2017,210,Michael Mocher inc,671024.17,31
May 2017,210,Timothy Godwin inc,564182.37,28
May 2017,211,Darryl Ellis inc,337184.4,14
May 2017,211,William Darden inc,318894.46,16
May 2017,211,Ryan Charles inc,263309.2,16
May 2017,211,Karren Gibson inc,229931.02,10
May 2017,211,Richard Allen 4 inc,221943.62,12
May 2017,212,Donald Pimental inc,4860607.41,232
May 2017,212,Rebecca Johnson 9 inc,3297944.91,157
May 2017,212,Anna Risher inc,2326571.58,115
May 2017,212,Lisa Jones 9 inc,2035869.74,102
May 2017,212,Bernice Pratt inc,2006984.39,97
May 2017,213,Katherine Stickel inc,2326589.62,113
May 2017,213,Elizabeth Thomas 10 inc,1949555.48,93
May 2017,213,Chad Tobar inc,1440364.94,73
May 2017,213,Ella Rose 2 inc,1184845.9,61
May 2017,213,Nichol Gentry inc,1120488.96,54
May 2017,214,Daniel Steinbach inc,297424.79,13
May 2017,214,Elizabeth Dougherty inc,238192.69,11
May 2017,214,Miles West inc,229294.66,12
May 2017,214,Scott Debroux inc,195414.85,9
May 2017,214,Rosendo Wallin inc,182829.32,9
May 2017,215,Katherine Caldwell inc,654463.23,32
May 2017,215,Mary Keath inc,78942.06,3
May 2017,215,Joanne Webb inc,55067.4,2
May 2017,215,Dennis Landon inc,53421.58,3
May 2017,215,Kirk Adams inc,51288.38,2
May 2017,216,Helen Acosta inc,313084.07,15
May 2017,216,James Nelson 9 inc,259279.77,10
May 2017,216,Wesley Ramirez inc,212611.5,9
May 2017,216,Mary Donati inc,191514.22,9
May 2017,216,William Gibson 6 inc,181104.58,9
May 2017,218,Julianne Mchugh inc,678891.67,34
May 2017,218,Charles Oneil inc,296977.3,16
May 2017,218,Nina Humphreys inc,268644.53,11
May 2017,218,Matthew Gonzalez 4 inc,242184.95,12
May 2017,218,Mildred Walton inc,238421.23,10
May 2017,219,Donald Smith 19 inc,805784.26,37
May 2017,219,Rodney Lichtenberg inc,599758.41,31
May 2017,219,Alfreda Mcnaughton inc,480187.64,23
May 2017,219,James Henderson 10 inc,459539.45,24
May 2017,219,Christopher Marinaccio inc,344665.88,18
May 2017,220,Rose Smith 7 inc,385166.41,18
May 2017,220,Valerie Ellison inc,220987.62,11
May 2017,220,Grace Gorman inc,184750.44,8
May 2017,220,Jaime Joyce inc,160218.78,7
May 2017,220,Kathleen Mcbride inc,155046.86,8
May 2017,221,Vanessa Yepsen inc,115568.36,5
May 2017,221,Robert Stone 6 inc,108783.62,4
May 2017,221,Jean Andrus inc,107415.63,4
May 2017,221,Linda Harrist inc,91982.25,4
May 2017,221,Rose Brewer 2 inc,87685.06,6
May 2017,222,Melvin Hurt inc,431038.41,20
May 2017,222,Jonathon Morrison inc,251983.31,12
May 2017,222,Joan Baggesen inc,222729.76,10
May 2017,222,Maria Alston inc,118282.68,6
May 2017,222,Dion Cantu inc,103894.33,5
May 2017,223,Gracie Mcmorran inc,648835.46,32
May 2017,223,Connie Thompson inc,426460.27,21
May 2017,223,Judy Turner inc,335546.25,16
May 2017,223,Rachel Allman inc,242721.17,12
May 2017,223,Ronald Daniels 2 inc,221328.15,11
May 2017,224,John Sutton 8 inc,508821.83,26
May 2017,224,Deborah Harris 5 inc,224913.22,11
May 2017,224,Ronald Perkins 2 inc,202820.32,12
May 2017,224,Guillermo Wasson inc,186228.35,10
May 2017,224,Michael Stiteler inc,119852.07,5
May 2017,226,John Rutherford 4 inc,1597592.65,84
May 2017,226,Maggie Rosa inc,733972.54,37
May 2017,226,Jaime Marks inc,470111.93,24
May 2017,226,Joseph Dempsey inc,411342.09,22
May 2017,226,Kori Butler inc,348741.66,14
May 2017,227,Frank Mahler inc,123318.33,6
May 2017,227,Robert Baker 8 inc,107115.63,5
May 2017,227,Brandon Morrison 2 inc,94402.72,4
May 2017,227,James Holbrook inc,84742.0,3
May 2017,227,Michele Dunn inc,79124.32,4
May 2017,228,Deborah Dampeer inc,183957.32,8
May 2017,228,David Piles inc,155003.0,7
May 2017,228,Bobby Wortham inc,127249.31,8
May 2017,228,Mary Harland inc,124097.24,6
May 2017,228,Pablo Laboy inc,114195.78,5
May 2017,229,Christina Moralez inc,514848.88,24
May 2017,229,Amanda Robinson 2 inc,264369.49,11
May 2017,229,Anton Greene inc,255834.72,14
May 2017,229,Roy Hann inc,221022.4,11
May 2017,229,Muriel Alvarez inc,211905.54,11
May 2017,230,Mary Melendez 3 inc,418857.5,20
May 2017,230,Terry Morris inc,295639.04,14
May 2017,230,John Rivera 9 inc,229267.48,11
May 2017,230,Casey Hampton inc,197681.01,8
May 2017,230,Joseph Bass inc,182967.22,10
May 2017,231,Robert Barfield inc,1153041.42,53
May 2017,231,Joshua Berryhill inc,1024979.74,53
May 2017,231,Edward Hebert 3 inc,765489.52,39
May 2017,231,Gladys Perry inc,711297.6,32
May 2017,231,Florence Mitchell 2 inc,698562.09,36
May 2017,232,Whitney Delgado inc,568789.3,28
May 2017,232,Charles Urias inc,516731.4,21
May 2017,232,Truman Garcia inc,453051.78,22
May 2017,232,James Carpenter 7 inc,430166.38,22
May 2017,232,Karen Griffin inc,365167.53,19
May 2017,233,Chad Tobar inc,4850284.64,229
May 2017,233,Ella Rose 2 inc,2782741.26,133
May 2017,233,John Mcneal 2 inc,2071946.29,96
May 2017,233,Ruth Kohl inc,2061388.06,99
May 2017,233,Lori Joseph inc,1834330.61,91
May 2017,234,Daniel Marshall 7 inc,582061.31,29
May 2017,234,Alice Dickerson inc,492208.99,25
May 2017,234,Anthony Tobey inc,466122.93,22
May 2017,234,Eva Wise inc,285478.22,13
May 2017,234,Rachel Honeycutt inc,245180.71,13
May 2017,235,Michael Brickner inc,214142.18,10
May 2017,235,Peter Adams 3 inc,180265.16,8
May 2017,235,Myra Abron inc,105745.25,6
May 2017,235,Shawn Helfrich inc,84530.17,3
May 2017,235,Andrew Bullock inc,72508.11,3
